text,encoded
"I've only given this 5 stars because of the fantastic service Phil provided.I had new tyres fitted a couple of Saturday's ago, four days before my MOT and service.Noticed on the Sunday that the TPMS fault light was on which would be an MOT failure.Went back when they opened on Monday and was told the light was off when the tyres had been fitted. I couldn't take a pressure reading so something was affecting the valve. The valve was fiddled with and I was told to come back the next day when Phil was there.Contacted [REDACTED] CS and was told I'd get a quick callback.However all I got was an email on the Tuesday with all the reasons why a TPMS might fail and to go to the garage.On returning on Tuesday Phil was there, straight away removed the tyre, and it was clear the TPMS must have been damaged during the fitting and then shearing whilst driving at motorway speeds. He couldn't be more apologetic and arranged for their mobile fitter to come out and fit a new sensor.All in all fantastic service and saved the day.","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
"Fuss-free buying and fitting of tyres. Will definitely use again, as prices are favourable, in addition to the convenience of online ordering and booking.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Fast efficient service. Helpful staff at ATS. Booked time and date easily to suit myself.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
all went seamlessly and the tyre fitter was excellent highly recommended,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Good service indeed. Previously tried to source what I wanted elsewhere with no success. [REDACTED] had them, made a convenient local appointment for fitting and delivered on time.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Service was what it said on the tin On time and terrific with ATS going the extra mile by repairing my damaged wheel rim when they needn’t have.My car is new and they wanted it to still look so,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Great service, cheapest price and reliable trustworthy agent!","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
I have only had the tyres a week - so far very satisfied.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"I was digging around for new tyres and remembered [REDACTED].I plugged in my car details and they were able to provide a great selection of tyres from budget to high end. I selected my tyres and then the local garages they offered was extensive. for a £6 premium I had the tyre fitted at my home.Initially I was told that the appointment I had booked was no longer available which was mildly irritating, on a par with picking up a crisp expecting one flavour and getting entirely another, the lady who mailed me to tell me could not have been nicer and my appointment was changed from AM to PM. No biggie.The Chap who arrived, on time, to replace my tyre called me up form outside, get the necessary from me then called me up 15 minutes later to tell me he was done.Absolutely fantastic service and really pleasant people. I need another 2 tyres soon (no, it's not a Robin Reliant) and will deifinitely be using [REDACTED] again.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Competitively priced, very good service, tyre installers provided a great service, too, and gave good advice.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Easy to use website. Great choice of tires and excellent prices. My only criticism is the garage I chose didn't give me a fitting time as was indicated on the website when I paid and booked the tires. I had to ring the garage direct to arrange a time.,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Best price and service. Really happy with the purchase.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Excellent service and price. Have been buying from [REDACTED].com a good few years now. Highly recommended.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Make appt then told tyres weren't delivered then told they were so managed to keep same slot. Good value tyres and excellent service by Tudor Car Services Barrow in Furness,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"[REDACTED] cant fault them. What can I say, great experience from [REDACTED] all round. Even offered to fit my tyres a day earlier but sadly the car wasn’t available.Called the night before to arrange the time of visit, arrived on time the following morning, nice chap, very professional and fitted my tyres with no problems. Will use [REDACTED] for all my tyres from now on and I will recommend your service to anyone I know wanting new tyres. Thankyou.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
I had 4 pre arranged bookings cancelled and nothing by way of an apology from [REDACTED].,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"A really easy website to navigate, competitive prices and a great selection of garages to choose from for fitting.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
great tyres at low prices and great service,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
Great company. Easy to buy good selection tyres arrived prompt and fittedWould definitely use again,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Purchased on the behalf of a vehicle workshop. Order placed on Monday at 11.55am for 2 tyres at over £400, promised delivery of Tuesday next day. I received an apologetic email and a voicemail outside of office hours at 5.35pm Monday, that stated the tyres would not arrive Tuesday but Wednesday instead. Contacted [REDACTED] on the phoneline on Thursday PM after realising that we had not yet had a delivery. The call handler explained that there had been a courier issue and that the tyres could not be supplied until the following Monday, 7 days after initial order. They were apologetic that I had not been contacted but couldn't offer an explanation as to why I was not informed that delivery would be delayed. Although the call handler was apologetic, it was explained that these tyres were for a client vehicle and had caused a delay in it being returned to the customer. I was offered 10% discount on next order, which I did not accept. As a gesture of goodwill it is lovely but doesn't help with the current issue & let down client. I have now sourced the tyres elsewhere, which have been delivered on Friday (today). It has taken 13mins on hold at peak time to cancel the order, (please change the on hold music :) !) but credit to both call handlers who chased the order, courier, and cancelled the order. Both very professional and did their best to assist. Just a shame that we haven't been looked after as a business in this instance","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The best way to buy tyres. The best, easiest and cheapest way to buy tyres. 👍","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Because the price was right and the service was as promised,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
from ordering to fitting everything verry good,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Easy website to use. Booking system straightforward and fitting on the day was nice and easy.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The purchase of the tyres was easy and simple and the tyres I choose were a good price however, the garage for the fitting was not good. The original booking was cancelled then booked again and that was cancelled then had to wait 2 weeks to get a date when I wasn't working and they could fit the tyres. When we actually went to get them done the garage was very quiet and kindly didn't inflate one of the tyres correctly so that evening when driving the car I had t ore inflate one of them to the correct pressure. Garage bad, tyres good.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
"Really easy and fast answers into all questions, best rates an options for tyres!","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Tyeres came on time flitted on time couldn't ask for a better service,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Fast and Efficient. Fast, efficient service and a great new tyre. A quality product and service delivered at a competitive price.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
Easy to use website and choice of garages.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Very helpful and knowledgeable garage. I’ve used [REDACTED] 6 or 7 times,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Best price, tyre fitted by local tyre dealer, would use again.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Tyres easy to order and a competitive price. Tyres fitted by ATS Evesham at appointed time. All staff pleasant and helpful. I'm a happy customer.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Great service. They did what they said they would do. The garage was good too.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Once again very pleased, excellent service and best price by far.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Friendly staff at Scott Motors in Galashiels and car was ready when they said it would be.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Contacted to change date as original date was changed by [REDACTED],"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"easy ordering , delivery made to my local garage ( happened to be 5 min away and a premium one) rectified a mistake immediately (glitch on system for order) and re-arranged fitting direct with garage 😀great prices","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Good price Friendly staff,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
No problems with [REDACTED] who supplied the tyre and cheaper than all other options,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Great savings on a premium tyre,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
Great & friendly service. Good value tooRecommended,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
easy to purchase from site and fitted 5 mins walk from home! Only issue was my fault buying budget tyres for my BMW which seem much harder than premium brand and effect the cars handling.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Think I had a good deal ... Well organised and fitted locally - went well. Great system to buy tyres from your armchair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Fantastic prompt service by 2 efficient technicians. They made us aware of an issue on tyre size and explained thoroughly and reassuringly before proceeding. Would highly recommend.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The [REDACTED] website was easy to use and the four tyres a good price. The only problem was the garage had very little parking space to leave your car safely and to much work. The garage staff were friendly and very helpful.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Good competitive price. After my order was placed I needed to rearrange the fitting date, the call centre customer advisor was very helpful. Great customer service.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Very poor customer service response time.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Excellent service and prices and thanks to everyone who worked in the team,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Very competitive pricing, a good choice of brands and easy tyre fitting arrangement.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Great value for money great people to do business with,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"easy to order, great choice, great price, easy local fitting.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Reasonable prices,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"I Have used [REDACTED] twice, I booked & paid for a convenient slot , only to be e-mailed the next day saying it's not available.Bit of a inconvenience , apart from that ok.","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
happy. very quick. price less or more the same than other nut seems more transparent what you choose you have,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Great price and the overall experience. Really can recommend. My first purchase and gives you a choice of garages were to have the tyres fitted.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Avoid [REDACTED]. I was charged an additional £150 by the ""premium partner"" as they had difficulty releasing two locking wheel nuts. This is a job that would have taken any competent mechanic less than 20 minutes. My advice is to go to a regular tyre fitting company.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Just easy and reasonably priced,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Tyre change. So easy and really good value.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Competitively priced and fitted locally. Excellent service,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
I was told 11am fitting time by [REDACTED]. Garage had me down for 1pm.,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Excellent cost effective system, very easy to follow and service at tyre centre was equally as good.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Convenient to book and cheaper tyres than if go through the garages directly. Simple and easy process from start to finish.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Excellent hassle free service and competitively priced,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Everything worked perfectly, really good to be able to book a fitting slot online.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Ease of use, price and choice of local fitters.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
I was emailed at end of the day before the day my tyres were due to be fitted to tell me they were not at the garage. Fortunately I decided to go to the fitters to let them know and they told me they had them and proceeded to fit them. I have had no communication from [REDACTED] since.,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Easy transaction discounted prices local garage,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
The service was brilliant and the garage was quick in changing my tyres,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Price, good to get 10% off when buying four tyres and web site was easy to use","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Very quick reliable service and value for money. Highly recommended,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Easy to navigate the web site. Competitive price and ATS were superb when it came to fitting the tyres,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Exactly as ordered, fitting was arranged and fitting company were excellent.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Tires as ordered delivered on time and at a very good price. Excellent service.,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"I made the booking to ensure my tyres were fitted at a time convenient for me prior to my MoT. Less than 24hours before my time slot I was emailed to be told that [REDACTED] wouldn’t be able to honour my booking and had rebooked me for 2 days later, after my MoT. As this was unacceptable I phoned up to find out why the booking had to be rescheduled. I was told that only one of my tyres was available and I then spent the rest of the afternoon trying to negotiate getting an alternative solution so as to make my MoT booking. Ultimate [REDACTED] couldn’t honour my booking and I had to reschedule my MoT to a time after their estimated delivery date of the other tyre. Very disappointed that [REDACTED] took my booking and money without being sure they could deliver on their promise. Very annoyed.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"It so simple and straight forward.Type in your car registration and select your tyres .Then it provides you with the local garage, select a time and place and turn up. I love it ! Any thing that simplifies my life is great .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Best price, easy to order and arrange, the company who came to my premises to fit the tyres were brilliant couldn't recommend him highly enough.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"One of the new tyres went flat the day after fitting. I took it back and the valve was faulty. The steering now has a wobble, probably due to the tyre being damaged when it went flat","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Good experience using [REDACTED]. [REDACTED] have a great selection of tyres from all price ranges and brands. The website is very good and easy to navigate. I chose the fully fitted option and was able to have four new tyres of my preferred brand on the car within 36 hrs of first logging in to the website. The fitting garage was only a few miles from my home, and did a first class job. Both organisations deserve unreserved recommendation.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Very competitive prices and a great network of tyre fitters to choose from,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Good service and keen price!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Delayed tyre delivery, poor communication, had to ring up to find information since no reply to emails.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Good price and the system works well,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Great service with great pricing,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"It's quick, easy and cheap.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Quick & easy to access site. Large choice of products at various prices. Nearby garages and prompt service.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
Excellent. Good prices and mobile fitting included! Fitter was on time and did the job quickly and to a good standard.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
Easy to pick tyres online...love the time slots very accommodating and fit into my day.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"My tyres were delivered fitted by theCross Garage. My tyres were delivered & fitted by the garage I chose, promptly & efficiently . Highly recommend","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"The whole experience was pretty painless. The only concern I had was that when I went back for my car, it was unlocked on the forecourt and my keys were left on full view on the counter with no staff in sight. It could very easily have been stolen.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Really good straight forward service and very good price.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
First and last time using. Used for the first time and would not use again. The garage I had the tyres sent to damaged two rims on my car and between the garage and [REDACTED] weren’t interested and basically said the damage was caused by myself from an impact rather than from tyre machine. Had tyres fitted at ATS on previous occasions and no such issue so lesson learned from using [REDACTED] and approved fitters in the future.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Good service, good price, the Garage I picked was spot on","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Would use again, painless to order & choose a garage to fit the tyres. I was then given a day & time slot to have my tyres fitted. The garage didn't keep me waiting, they started to fit my tyres immediately. They were polite & very efficient. Extremely happy with the service I received.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Very efficient!When the 1st garage I selected couldn't help, they quickly found another one close by.I can't fault them","[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Excellent Customer service, friendly staff, gets everything sorted.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Easy to use website with a wide range of tyres at great prices. Excellent service from [REDACTED] fitting centre in Tesco Silverburn, Glasgow","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Good prices and good choice of fitting near me used many times before and will do in the future.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
ordered 4 tyres online - booked in to a tyre fitter on my way home from work at a time that suited me! Tyres were there and fitted in 20 mins - no stress an great prices!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
"Awful experience, purchased 4x brand new tyres to find one has a large bulge in the side wall. This is an extremely dangerous issue and its been 4 days since I reported it and had practically no response, just been asked to take a survey as to what's wrong. Nobody has been in contact and considering the potential danger I face the customer care from [REDACTED] is non existent. I will never use this service again.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Website easy to negotiate , order placed , garage arranged all done , very slick.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
It was easy to buy the tyres and the garage I went to were excellent,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Easy ordering and good value for money with convenient fitting options,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Very impressed Came on time and fitted the 2 tyres quickly,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
